feature_x,feature_y,correlation,p-value
Optional Double Negation in SOV languages (144O),"Position of Negative Word With Respect to Subject, Object, and Verb (144A)",1.0,0.01441210031344779
Optional Double Negation in SOV languages (144O),Position of negative words relative to beginning and end of clause and with respect to adjacency to verb (144B),1.0,0.04582230688865106
Optional Double Negation in SOV languages (144O),Preverbal Negative Morphemes (143E),1.0,0.01441210031344791
SNegOV Order (144Q),The Position of Negative Morphemes in SOV Languages (144L),0.5967886241895014,1.909704943442134e-65
SNegOV Order (144Q),Zero Marking of A and P Arguments (25B),0.5666483807216447,2.014031555577009e-06
SNegOV Order (144Q),Possessive Classification (59A),0.5839329354647932,6.651644865843812e-15
SNegOV Order (144Q),"Position of Negative Word With Respect to Subject, Object, and Verb (144A)",0.6140381119436975,1.5854461538101147e-84
SNegOV Order (144Q),SVONeg Order (144K),0.7107800878846658,0.016445540980553838
SNegOV Order (144Q),Position of negative words relative to beginning and end of clause and with respect to adjacency to verb (144B),0.6004049535560213,3.2016718446283157e-34
SNegOV Order (144Q),The Position of Negative Morphemes in SVO Languages (144D),1.0,0.0024787521766663568
SNegOV Order (144Q),Order of Negative Morpheme and Verb (143A),0.5084087832997676,3.933030555113197e-45
The Position of Negative Morphemes in SOV Languages (144L),Languages with different word order in negative clauses (144C),0.9999999999999999,0.03093887750870293
The Position of Negative Morphemes in SOV Languages (144L),"Order of Subject, Object and Verb (81A)",0.7959532316068375,1.389034724826377e-107
The Position of Negative Morphemes in SOV Languages (144L),Order of Object and Verb (83A),0.7163232655828851,1.231208113528184e-95
The Position of Negative Morphemes in SOV Languages (144L),Postverbal Negative Morphemes (143F),0.7538493930009851,3.331194182952973e-162
The Position of Negative Morphemes in SOV Languages (144L),SVNegO Order (144J),0.7416198487095663,0.02645874926109314
The Position of Negative Morphemes in SOV Languages (144L),"Position of Negative Word With Respect to Subject, Object, and Verb (144A)",0.9713478229212223,0.0
The Position of Negative Morphemes in SOV Languages (144L),SVONeg Order (144K),0.7270291799999697,0.008162628805711728
The Position of Negative Morphemes in SOV Languages (144L),Position of negative words relative to beginning and end of clause and with respect to adjacency to verb (144B),0.8183514830516201,7.594770746881341e-76
The Position of Negative Morphemes in SOV Languages (144L),The Position of Negative Morphemes in SVO Languages (144D),1.0,1.24729307865535e-05
The Position of Negative Morphemes in SOV Languages (144L),Preverbal Negative Morphemes (143E),0.7322780380296092,4.829145597309345e-151
The Position of Negative Morphemes in SOV Languages (144L),Order of Negative Morpheme and Verb (143A),0.6571676219601243,0.0
Languages with different word order in negative clauses (144C),"Order of Subject, Object and Verb (81A)",0.9999999999999999,0.00019512802123236987
Languages with different word order in negative clauses (144C),Order of Subject and Verb (82A),1.0,0.005425745355836205
Languages with different word order in negative clauses (144C),Order of Object and Verb (83A),1.0,0.005425745355836205
Languages with different word order in negative clauses (144C),Order of Demonstrative and Noun (88A),0.8755950357709131,0.025970776397808898
Languages with different word order in negative clauses (144C),Polar Questions (116A),0.8965746783431674,0.049136360406885474
Languages with different word order in negative clauses (144C),Postverbal Negative Morphemes (143F),1.0,0.005425745355836203
Languages with different word order in negative clauses (144C),"Position of Negative Word With Respect to Subject, Object, and Verb (144A)",1.0,1.3916082668299946e-08
Languages with different word order in negative clauses (144C),SNegVO Order (144I),1.0,0.007295055724436124
Languages with different word order in negative clauses (144C),SVONeg Order (144K),1.0,0.0004742485461287347
Languages with different word order in negative clauses (144C),Position of negative words relative to beginning and end of clause and with respect to adjacency to verb (144B),0.9999999999999999,3.048877132541606e-05
Languages with different word order in negative clauses (144C),The Position of Negative Morphemes in SVO Languages (144D),1.0,2.433571871841022e-06
Languages with different word order in negative clauses (144C),Preverbal Negative Morphemes (143E),1.0,0.0010088876411212652
Languages with different word order in negative clauses (144C),Order of Negative Morpheme and Verb (143A),1.0,7.772830894402235e-06
Languages with different word order in negative clauses (144C),NegSVO Order (144H),1.0,0.0004742485461287347
The Position of Negative Morphemes in Verb-Initial Languages (144T),Exponence of Tense-Aspect-Mood Inflection (21B),0.8897565210026093,0.007157394751472961
The Position of Negative Morphemes in Verb-Initial Languages (144T),Person Marking on Adpositions (48A),0.6299701647101301,0.02332330853619145
The Position of Negative Morphemes in Verb-Initial Languages (144T),Possessive Classification (59A),0.8522789688037333,0.00842760606879568
The Position of Negative Morphemes in Verb-Initial Languages (144T),"Order of Subject, Object and Verb (81A)",0.96491534780521,7.45727315460148e-49
The Position of Negative Morphemes in Verb-Initial Languages (144T),Order of Subject and Verb (82A),0.9194272730246962,7.09858750930131e-32
The Position of Negative Morphemes in Verb-Initial Languages (144T),Comparative Constructions (121A),0.8251583141350777,0.02858565301472303
The Position of Negative Morphemes in Verb-Initial Languages (144T),Reason Clauses (127A),0.8484735749611814,0.022603203956923563
The Position of Negative Morphemes in Verb-Initial Languages (144T),M-T Pronouns (136A),1.0,0.0039399900767472205
The Position of Negative Morphemes in Verb-Initial Languages (144T),N-M Pronouns (137A),0.8100925873009827,0.03416500765558558
The Position of Negative Morphemes in Verb-Initial Languages (144T),Postverbal Negative Morphemes (143F),0.7633468495372288,6.835538010742375e-18
The Position of Negative Morphemes in Verb-Initial Languages (144T),SVNegO Order (144J),1.0,0.02511636074685276
The Position of Negative Morphemes in Verb-Initial Languages (144T),"Position of Negative Word With Respect to Subject, Object, and Verb (144A)",0.9780192938436515,7.900860787008987e-163
The Position of Negative Morphemes in Verb-Initial Languages (144T),SNegVO Order (144I),1.0,0.00176780475362363
The Position of Negative Morphemes in Verb-Initial Languages (144T),SVONeg Order (144K),1.0,0.004006044655127803
The Position of Negative Morphemes in Verb-Initial Languages (144T),Position of negative words relative to beginning and end of clause and with respect to adjacency to verb (144B),0.893968862919091,1.8589306556401028e-28
The Position of Negative Morphemes in Verb-Initial Languages (144T),The Position of Negative Morphemes in SVO Languages (144D),1.0,0.005433019172813195
The Position of Negative Morphemes in Verb-Initial Languages (144T),Preverbal Negative Morphemes (143E),0.8641622228852994,1.3194329226492763e-38
The Position of Negative Morphemes in Verb-Initial Languages (144T),Order of Negative Morpheme and Verb (143A),1.0,8.241063414005522e-136
The Position of Negative Morphemes in Verb-Initial Languages (144T),NegSVO Order (144H),0.9999999999999999,0.03478778050624187
Nasal Vowels in West Africa (10B),SVNegO Order (144J),0.8164965809277261,0.005532049697700143
Cultural Categories of Languages with Identity of 'Finger' and 'Hand' (130B),Person Marking on Adpositions (48A),0.7778830508606847,0.0007985317727998437
Cultural Categories of Languages with Identity of 'Finger' and 'Hand' (130B),Overlap between Situational and Epistemic Modal Marking (76A),0.8017837257372732,0.04018402645107363
Cultural Categories of Languages with Identity of 'Finger' and 'Hand' (130B),Alignment of Verbal Person Marking (100A),0.6428571428571429,0.046816845949685965
Asymmetrical Case-Marking (50A),Comparative Constructions (121A),0.5019196137898223,6.91344566189931e-07
Overlap between Situational and Epistemic Modal Marking (76A),Comparative Constructions (121A),0.5244044240850758,8.968278511753353e-07
"Order of Subject, Object and Verb (81A)",Order of Subject and Verb (82A),0.7523740794344848,0.0
"Order of Subject, Object and Verb (81A)",Order of Object and Verb (83A),0.8421483405929229,0.0
"Order of Subject, Object and Verb (81A)","Position of Negative Word With Respect to Subject, Object, and Verb (144A)",0.6904652833469893,0.0
"Order of Subject, Object and Verb (81A)",The Position of Negative Morphemes in SVO Languages (144D),0.7113629702499306,1.7280688226496243e-120
Order of Subject and Verb (82A),"Position of Negative Word With Respect to Subject, Object, and Verb (144A)",0.5232211670490958,3.4676968609100135e-111
Alignment of Verbal Person Marking (100A),Verbal Person Marking (102A),0.5505992969001727,1.4585743033820026e-84
Verbal Person Marking (102A),The Position of Negative Morphemes in SVO Languages (144D),0.5714013820250056,2.576459540754098e-13
Passive Constructions (107A),Comparative Constructions (121A),0.5482039243135767,8.889564851170476e-06
Comparative Constructions (121A),NegSVO Order (144H),0.5065172916730962,0.004457287404626183
'When' Clauses (126A),Reason Clauses (127A),0.6373603896008412,5.829498130302941e-27
'When' Clauses (126A),SVNegO Order (144J),0.5050096258708563,0.0008268004416591331
'When' Clauses (126A),The Position of Negative Morphemes in SVO Languages (144D),0.5148205642840801,0.026749811015435374
Utterance Complement Clauses (128A),SVNegO Order (144J),0.5585448975663484,0.00016730931263459986
M-T Pronouns (136A),M in First Person Singular (136B),0.70659345496195,4.040091672410335e-25
N-M Pronouns (137A),M in Second Person Singular (137B),0.5863019699779287,1.6033121461435536e-17
Postverbal Negative Morphemes (143F),SVNegO Order (144J),0.6098649003000429,3.2552830718531826e-94
Postverbal Negative Morphemes (143F),"Position of Negative Word With Respect to Subject, Object, and Verb (144A)",0.5988948257813128,2.5522123677538797e-228
Postverbal Negative Morphemes (143F),SNegVO Order (144I),0.536861812570569,2.4730516214825234e-64
Postverbal Negative Morphemes (143F),SVONeg Order (144K),0.5147345680991088,6.810596219691597e-71
Postverbal Negative Morphemes (143F),Position of negative words relative to beginning and end of clause and with respect to adjacency to verb (144B),0.5695042135798236,1.3512482245848334e-116
Postverbal Negative Morphemes (143F),The Position of Negative Morphemes in SVO Languages (144D),0.6487888833368303,1.0072939932249226e-96
Postverbal Negative Morphemes (143F),Order of Negative Morpheme and Verb (143A),0.8805154221181165,0.0
SVNegO Order (144J),Position of negative words relative to beginning and end of clause and with respect to adjacency to verb (144B),0.5752528410114262,2.643879343593373e-47
SVNegO Order (144J),The Position of Negative Morphemes in SVO Languages (144D),0.5199425174716081,2.8611585745994516e-105
SVNegO Order (144J),Order of Negative Morpheme and Verb (143A),0.5817934536730606,8.227633456804289e-148
"Position of Negative Word With Respect to Subject, Object, and Verb (144A)",SNegVO Order (144I),0.6028370176417351,1.264991132002637e-187
"Position of Negative Word With Respect to Subject, Object, and Verb (144A)",SVONeg Order (144K),0.7400817657483751,3.0155856841217197e-139
"Position of Negative Word With Respect to Subject, Object, and Verb (144A)",Position of negative words relative to beginning and end of clause and with respect to adjacency to verb (144B),0.8674235213160659,0.0
"Position of Negative Word With Respect to Subject, Object, and Verb (144A)",The Position of Negative Morphemes in SVO Languages (144D),0.9608078053885307,0.0
"Position of Negative Word With Respect to Subject, Object, and Verb (144A)",Preverbal Negative Morphemes (143E),0.5831626700173311,1.424507108236308e-214
"Position of Negative Word With Respect to Subject, Object, and Verb (144A)",Order of Negative Morpheme and Verb (143A),0.5647001939684217,0.0
SNegVO Order (144I),SVONeg Order (144K),0.6106859026224049,2.063804596692872e-84
SNegVO Order (144I),Position of negative words relative to beginning and end of clause and with respect to adjacency to verb (144B),0.6193347201950886,1.4102102322853786e-54
SNegVO Order (144I),The Position of Negative Morphemes in SVO Languages (144D),0.6540208249286354,4.305220517383634e-205
SNegVO Order (144I),Preverbal Negative Morphemes (143E),0.8165044641247968,1.1086726292031525e-164
SNegVO Order (144I),Order of Negative Morpheme and Verb (143A),0.6685599901653586,5.814134296337024e-225
SVONeg Order (144K),Position of negative words relative to beginning and end of clause and with respect to adjacency to verb (144B),0.5584777128216348,4.4837449118434145e-50
SVONeg Order (144K),The Position of Negative Morphemes in SVO Languages (144D),0.7267803168301025,1.7993119799682935e-123
SVONeg Order (144K),Order of Negative Morpheme and Verb (143A),0.7315135721737634,2.6056519874274067e-129
Position of negative words relative to beginning and end of clause and with respect to adjacency to verb (144B),The Position of Negative Morphemes in SVO Languages (144D),0.7752433234120134,1.123470080270172e-87
Position of negative words relative to beginning and end of clause and with respect to adjacency to verb (144B),Preverbal Negative Morphemes (143E),0.5268879959927533,1.6982352914705928e-98
Position of negative words relative to beginning and end of clause and with respect to adjacency to verb (144B),NegSVO Order (144H),0.5323739594461453,2.5756302517609922e-45
The Position of Negative Morphemes in SVO Languages (144D),Preverbal Negative Morphemes (143E),0.7447061539874882,1.192833506912987e-134
The Position of Negative Morphemes in SVO Languages (144D),Order of Negative Morpheme and Verb (143A),0.7507799590644,0.0
Preverbal Negative Morphemes (143E),Order of Negative Morpheme and Verb (143A),0.8575690504018538,0.0
Order of Negative Morpheme and Verb (143A),Minor morphological means of signaling negation (143G),0.5165377944788565,9.32339018594065e-191
