feature_x,feature_y,correlation,p-value
Position of Tense-Aspect Affixes (69A),The Position of Negative Morphemes in Object-Initial Languages (144Y),0.8454679829534408,0.0020613756827249597
The Optative (73A),Multiple Negative Constructions in SOV Languages (144M),0.812330821702915,1.3570861484178364e-05
The Optative (73A),Number of Non-Derived Basic Colour Categories (132A),0.6347394233600141,0.014745093549397353
Negative Morphemes (112A),SOVNeg Order (144S),0.5814305234626178,1.3005537449151316e-40
Negative Morphemes (112A),Postverbal Negative Morphemes (143F),0.5089640971787217,1.3203442974791252e-76
Negative Morphemes (112A),Preverbal Negative Morphemes (143E),0.5428275458223355,6.988966682171068e-89
Negative Morphemes (112A),Order of Negative Morpheme and Verb (143A),0.6656388426532075,1.040679404668595e-147
Symmetric and Asymmetric Standard Negation (113A),Optional Double Negation in SVO languages (144G),0.7057823620033091,0.015230702772793698
Subtypes of Asymmetric Standard Negation (114A),Double negation in verb-initial languages (144U),0.8944271909999159,0.040519326353834026
Subtypes of Asymmetric Standard Negation (114A),Optional Double Negation in SVO languages (144G),0.669525773067011,0.024230350541681413
Subtypes of Asymmetric Standard Negation (114A),Cultural Categories of Languages with Identity of 'Finger' and 'Hand' (130B),-0.5620690647545761,0.04557779175918875
Predicative Adjectives (118A),Nominal and Locational Predication (119A),0.5786849132252205,6.95211430808266e-36
Predicative Adjectives (118A),Writing Systems (141A),1.0,0.0
Predicative Adjectives (118A),The Position of Negative Morphemes in Object-Initial Languages (144Y),0.7882282432397739,0.03523606282835723
Predicative Adjectives (118A),Optional Double Negation in SOV languages (144O),0.8504200642707613,0.01530799205782498
Nominal and Locational Predication (119A),"Languages with two Dominant Orders of Subject, Object, and Verb (81B)",0.5373186100548618,0.021472264199710253
Zero Copula for Predicate Nominals (120A),Adjoined relative clauses (90F),1.0,0.0
Relativization on Subjects (122A),Languages with different word order in negative clauses (144C),1.0,0.0
Relativization on Obliques (123A),SONegV Order (144R),-0.513186792932713,0.0011617825921898623
Relativization on Obliques (123A),Multiple Negative Constructions in SVO Languages (144E),0.9417419115948374,0.016731551076622365
Relativization on Obliques (123A),"Languages with two Dominant Orders of Subject, Object, and Verb (81B)",0.8660254037844386,0.02572142074250654
'Want' Complement Subjects (124A),Internally-headed relative clauses (90D),0.5884434134455305,0.003967179994605851
'Want' Complement Subjects (124A),Optional Double Negation (143C),0.5850914773861747,0.01727332091350778
Hand and Arm (129A),Double negation in verb-initial languages (144U),0.8660254037844386,0.011724811003954649
Number of Non-Derived Basic Colour Categories (132A),Syllable Structure (12A),0.560148772528668,0.0002550954150335333
Number of Non-Derived Basic Colour Categories (132A),Applicative Constructions (109A),0.6320257287002882,0.020474918020019262
Number of Non-Derived Basic Colour Categories (132A),Inclusive/Exclusive Distinction in Independent Pronouns (39A),0.5630925063714729,0.03602593586182184
Number of Non-Derived Basic Colour Categories (132A),Number of Basic Colour Categories (133A),0.5675201294091576,1.696434402325178e-11
Number of Non-Derived Basic Colour Categories (132A),Green and Blue (134A),0.5138347787116537,2.2798092930161377e-09
Number of Non-Derived Basic Colour Categories (132A),Numeral Bases (131A),0.6585365853658536,0.010440385385964816
Number of Non-Derived Basic Colour Categories (132A),Verb-Initial with Negative that is Immediately Postverbal or between Subject and Object (144W),0.8981774262781437,7.249485004625788e-05
Number of Non-Derived Basic Colour Categories (132A),Other Roles of Applied Objects (109B),0.6320257287002882,0.020474918020019262
Number of Non-Derived Basic Colour Categories (132A),Reduplication (27A),0.5649173520560353,0.0026395397854429674
Number of Non-Derived Basic Colour Categories (132A),Gender Distinctions in Independent Personal Pronouns (44A),0.5326206254801555,0.006124634463456476
Number of Non-Derived Basic Colour Categories (132A),Epistemic Possibility (75A),0.7514185566237654,0.0030628799126019993
Number of Non-Derived Basic Colour Categories (132A),Passive Constructions (107A),0.6497046028298866,0.0004400156757246545
Number of Non-Derived Basic Colour Categories (132A),Comparative Constructions (121A),0.6571287406727708,0.038966863061084406
Number of Non-Derived Basic Colour Categories (132A),N-M Pronouns (137A),-0.6142031496028296,0.01136521764244506
Number of Non-Derived Basic Colour Categories (132A),SVONeg Order (144K),0.6952725759026167,0.017537519350197553
Number of Basic Colour Categories (133A),Suppletion According to Tense and Aspect (79A),0.661175250026319,0.00727527597445107
Number of Basic Colour Categories (133A),Verbal Number and Suppletion (80A),-0.6286439682693593,0.01206665028807609
Number of Basic Colour Categories (133A),Exponence of Selected Inflectional Formatives (21A),0.6146889990862596,0.04417170254731517
Number of Basic Colour Categories (133A),Plurality in Independent Personal Pronouns (35A),0.6135729525717133,0.011473423884643915
Number of Basic Colour Categories (133A),The Position of Negative Morphemes in Verb-Initial Languages (144T),0.7781977889298111,0.0028734663613817117
Number of Basic Colour Categories (133A),Gender Distinctions in Independent Personal Pronouns (44A),0.6928148310569993,0.0001237703779639766
Number of Basic Colour Categories (133A),The Morphological Imperative (70A),0.531851575933165,0.009000547810621443
Number of Basic Colour Categories (133A),Epistemic Possibility (75A),-0.5710762901025217,0.04149632513327647
Number of Basic Colour Categories (133A),Overlap between Situational and Epistemic Modal Marking (76A),0.7158291329065412,0.01323764038600325
Number of Basic Colour Categories (133A),Verbal Person Marking (102A),0.5939740607690456,0.0017449258459529993
Number of Basic Colour Categories (133A),Passive Constructions (107A),0.7867516532604744,3.099522117042469e-06
Number of Basic Colour Categories (133A),M-T Pronouns (136A),0.5433794616731159,0.029600643017777706
Number of Basic Colour Categories (133A),M in Second Person Singular (137B),0.5050421766016968,0.04600122259962814
Green and Blue (134A),Other Roles of Applied Objects (109B),0.6073322476341869,0.02124938863366434
Green and Blue (134A),Epistemic Possibility (75A),0.717531522059146,0.0038625257303680906
Green and Blue (134A),Comparative Constructions (121A),0.6508140266182865,0.0415564877081759
Green and Blue (134A),SVONeg Order (144K),0.6062177826491071,0.04802890940115541
Red and Yellow (135A),Systems of Gender Assignment (32A),0.5976943250313461,0.01447784231512036
Red and Yellow (135A),Numeral Bases (131A),0.6446583712203043,0.00947212002863206
Tea (138A),Multiple Negative Constructions in SOV Languages (144M),0.8807048459279794,0.04856685655980096
Tea (138A),Multiple Negative Constructions in SVO Languages (144E),0.9147550817044594,0.00020821840280035045
Para-Linguistic Usages of Clicks (142A),Verb-Initial with Preverbal Negative (144V),0.5439282932204214,0.044359954525285274
Para-Linguistic Usages of Clicks (142A),Number of Non-Derived Basic Colour Categories (132A),0.6984302957695782,0.02466478149264611
Para-Linguistic Usages of Clicks (142A),Number of Basic Colour Categories (133A),0.6577935144802718,0.03870074044713249
Para-Linguistic Usages of Clicks (142A),Red and Yellow (135A),0.7453559924999298,0.013349063426018742
Para-Linguistic Usages of Clicks (142A),Verb-Initial with Negative that is Immediately Postverbal or between Subject and Object (144W),0.5439282932204214,0.044359954525285274
Prenominal relative clauses (90B),Order of Relative Clause and Noun (90A),0.8467803948114512,1.054187363488007e-53
Prenominal relative clauses (90B),Relationship between the Order of Object and Verb and the Order of Relative Clause and Noun (96A),0.6661882989273762,2.3696148972749297e-25
Prenominal relative clauses (90B),The Position of Negative Morphemes in SVO Languages (144D),0.8944271909999159,0.002713682035093797
The Position of Negative Morphemes in Object-Initial Languages (144Y),Absence of Common Consonants (18A),0.9447549859466604,0.0044937131553785545
The Position of Negative Morphemes in Object-Initial Languages (144Y),Prefixing vs. Suffixing in Inflectional Morphology (26A),0.7159090909090909,0.019885784198968227
The Position of Negative Morphemes in Object-Initial Languages (144Y),Syncretism in Verbal Person/Number Marking (29A),0.931551641906374,0.021274944789611692
The Position of Negative Morphemes in Object-Initial Languages (144Y),Symmetric and Asymmetric Standard Negation (113A),0.8416254115301732,0.017570710081214365
The Position of Negative Morphemes in Object-Initial Languages (144Y),SOVNeg Order (144S),0.9999999999999998,1.3415758552508151e-08
The Position of Negative Morphemes in Object-Initial Languages (144Y),Definite Articles (37A),0.76847327936784,0.02588900758413488
The Position of Negative Morphemes in Object-Initial Languages (144Y),Person Marking on Adpositions (48A),0.7001400420140049,0.024165730618244136
The Position of Negative Morphemes in Object-Initial Languages (144Y),"Order of Subject, Object and Verb (81A)",0.5152457707677758,0.04109659146843569
The Position of Negative Morphemes in Object-Initial Languages (144Y),Position of Polar Question Particles (92A),0.6504188234163535,0.030243479143229973
The Position of Negative Morphemes in Object-Initial Languages (144Y),Third Person Zero of Verbal Person Marking (103A),0.6566544772369859,0.039157472369585465
The Position of Negative Morphemes in Object-Initial Languages (144Y),Polar Questions (116A),0.6039959043054153,0.037537655149596956
The Position of Negative Morphemes in Object-Initial Languages (144Y),"Position of Negative Word With Respect to Subject, Object, and Verb (144A)",0.8983205030596226,2.2941571953343542e-06
Postnominal relative clauses (90C),Relationship between the Order of Object and Verb and the Order of Relative Clause and Noun (96A),0.5062364305278083,1.164861358631474e-41
NegSOV Order (144P),Multiple Negative Constructions in SOV Languages (144M),0.5855025341791431,0.00014079371697891743
NegSOV Order (144P),Languages with different word order in negative clauses (144C),0.6398262765072421,0.02504431880341129
NegSOV Order (144P),Position of negative words relative to beginning and end of clause and with respect to adjacency to verb (144B),0.527970269878734,5.0768495234703544e-14
NegSOV Order (144P),NegSVO Order (144H),0.9999999999999999,1.3283169408470458e-79
Obligatory Double Negation in SOV languages (144N),Weight-Sensitive Stress (15A),0.8944271909999159,0.040519326353834026
Obligatory Double Negation in SOV languages (144N),Weight Factors in Weight-Sensitive Stress Systems (16A),0.8944271909999159,0.040519326353834026
Obligatory Double Negation in SOV languages (144N),Alignment of Case Marking of Full Noun Phrases (98A),0.6274558051381586,0.03877123340142816
Obligatory Double Negation in SOV languages (144N),Alignment of Case Marking of Pronouns (99A),0.7255343788910119,0.017548698153367247
Obligatory Double Negation in SOV languages (144N),Intensifiers and Reflexive Pronouns (47A),0.8864052604279182,0.0014532035488424358
Obligatory Double Negation in SOV languages (144N),Finger and Hand (130A),0.6666666666666665,0.035265203475080074
Obligatory Double Negation in SOV languages (144N),SOVNeg Order (144S),0.6611358041483963,2.535045070360014e-06
Obligatory Double Negation in SOV languages (144N),SNegOV Order (144Q),0.5269245940425684,0.00277453088385571
Obligatory Double Negation in SOV languages (144N),Possessive Classification (59A),0.6060433121110038,0.0481107012746405
Obligatory Double Negation in SOV languages (144N),Alignment of Verbal Person Marking (100A),0.541373246944248,0.03032813733255329
Obligatory Double Negation in SOV languages (144N),'When' Clauses (126A),0.721750317577707,0.04324338223163938
Obligatory Double Negation in SOV languages (144N),Reason Clauses (127A),0.7208468386428944,0.04363324362986981
Obligatory Double Negation in SOV languages (144N),Postverbal Negative Morphemes (143F),0.5213447916216802,0.00024044334410481624
SOVNeg Order (144S),Optional Double Negation (143C),0.5945031771523503,0.0017242582485777703
SOVNeg Order (144S),Optional Double Negation in SOV languages (144O),0.5964678336932323,0.00164934201296248
SOVNeg Order (144S),Postverbal Negative Morphemes (143F),0.71312429816567,2.662283545290142e-77
SOVNeg Order (144S),SVNegO Order (144J),0.6291709245861589,0.02838508811711633
SOVNeg Order (144S),SVONeg Order (144K),0.7814646651645635,0.002683881257557994
SOVNeg Order (144S),The Position of Negative Morphemes in SVO Languages (144D),0.7057846732405856,0.0070247309882489105
SOVNeg Order (144S),Order of Negative Morpheme and Verb (143A),0.5951113355553772,2.8327157597941593e-48
Numeral Bases (131A),Multiple Negative Constructions in SOV Languages (144M),0.8444290064824387,0.0002818487074628072
Numeral Bases (131A),Number of Basic Colour Categories (133A),0.5602722332966368,0.03717329218872293
"Languages with two Dominant Orders of Subject, Object, and Verb (81B)",Absence of Common Consonants (18A),0.5295319412624687,0.00450468150408188
"Languages with two Dominant Orders of Subject, Object, and Verb (81B)","Genitives, Adjectives and Relative Clauses (60A)",0.7637626158259733,0.04565912378141166
"Languages with two Dominant Orders of Subject, Object, and Verb (81B)",Exponence of Tense-Aspect-Mood Inflection (21B),0.7484551991837489,0.012763108668422
"Languages with two Dominant Orders of Subject, Object, and Verb (81B)",Order of Object and Verb (83A),0.5297923622755717,4.7757825890423156e-06
"Languages with two Dominant Orders of Subject, Object, and Verb (81B)",Comparative Constructions (121A),0.8534918135881965,0.030624599653061222
Optional Double Negation (143C),Lateral Consonants (8A),0.6860390194575096,0.00015318537087021281
Optional Double Negation (143C),Applicative Constructions (109A),0.6481712654378962,0.04267373947635122
Optional Double Negation (143C),Optional Double Negation in SOV languages (144O),0.8013647264327104,6.0772292901645e-08
Optional Double Negation (143C),SNegOV Order (144Q),0.5836106059237844,0.00435341957447028
Optional Double Negation (143C),Other Roles of Applied Objects (109B),0.6908396679585558,0.026965932449765237
Optional Double Negation (143C),Cultural Categories of Languages with Identity of 'Finger' and 'Hand' (130B),1.0,0.0
Optional Double Negation (143C),SNegVO Order (144I),0.6072643042726422,0.00022821346939454052
Adjoined relative clauses (90F),'When' Clauses (126A),1.0,0.0
Verb-Initial with Negative that is Immediately Postverbal or between Subject and Object (144W),Postverbal Negative Morphemes (143F),0.8269559544074971,4.337395651583331e-39
Verb-Initial with Negative that is Immediately Postverbal or between Subject and Object (144W),SVNegO Order (144J),0.9999999999999999,5.574538486827076e-111
Verb-Initial with Negative that is Immediately Postverbal or between Subject and Object (144W),SVONeg Order (144K),0.7302967433402213,0.0013160491938698322
Verb-Initial with Negative that is Immediately Postverbal or between Subject and Object (144W),The Position of Negative Morphemes in SVO Languages (144D),0.9999999999999999,5.574538486827076e-111
Optional Double Negation in SOV languages (144O),Vowel Quality Inventories (2A),0.7462025072446365,0.020937570206924615
Optional Double Negation in SOV languages (144O),"Order of Object, Oblique, and Verb (84A)",0.5933308578526963,0.04198588211677902
Optional Double Negation in SOV languages (144O),Locus of Marking in the Clause (23A),0.8827348295047495,0.019820416588882037
Optional Double Negation in SOV languages (144O),The Associative Plural (36A),0.8944271909999159,0.040519326353834026
Optional Double Negation in SOV languages (144O),"Genitives, Adjectives and Relative Clauses (60A)",0.9101820546182064,0.03187419510355708
Optional Double Negation in SOV languages (144O),Zero Copula for Predicate Nominals (120A),0.8660254037844386,0.011724811003954649
Optional Double Negation in SOV languages (144O),'Want' Complement Subjects (124A),0.8366600265340756,0.037840969485813114
Optional Double Negation in SOV languages (144O),Situational Possibility (74A),0.8305395344999218,0.04064208872049843
Optional Double Negation in SOV languages (144O),Epistemic Possibility (75A),0.944911182523068,0.01539243807330231
Optional Double Negation in SOV languages (144O),Order of Person Markers on the Verb (104A),0.9491775841769231,0.003808741860092329
Optional Double Negation in SOV languages (144O),Comparative Constructions (121A),0.9999999999999998,1.3415758552508151e-08
SNegOV Order (144Q),Optional Double Negation in SOV languages (144O),0.5675678297376527,0.005867818917864485
SNegOV Order (144Q),NegSVO Order (144H),0.592156525463792,0.042497501713681635
The Position of Negative Morphemes in SOV Languages (144L),Languages with different word order in negative clauses (144C),0.9281952148838376,1.3314387809493758e-05
The Position of Negative Morphemes in SOV Languages (144L),The Position of Negative Morphemes in SVO Languages (144D),0.9999999999999998,1.7303475806942354e-93
Languages with different word order in negative clauses (144C),The Associative Plural (36A),0.9587062360592131,0.010010415149066523
Languages with different word order in negative clauses (144C),Negative Morphemes (112A),0.5088982814793179,0.007931629737914527
Languages with different word order in negative clauses (144C),SOVNeg Order (144S),0.6696970085940546,0.017199998165230948
Languages with different word order in negative clauses (144C),"Languages with two Dominant Orders of Subject, Object, and Verb (81B)",0.8590641805916166,0.0014509664826306253
Languages with different word order in negative clauses (144C),The Prohibitive (71A),0.7941176470588235,0.03294883194868735
Languages with different word order in negative clauses (144C),Alignment of Verbal Person Marking (100A),0.9432422182837986,0.016093095898667968
Languages with different word order in negative clauses (144C),Verbal Person Marking (102A),0.9432422182837986,0.016093095898667968
Languages with different word order in negative clauses (144C),Third Person Zero of Verbal Person Marking (103A),0.9432422182837986,0.016093095898667968
Languages with different word order in negative clauses (144C),Predicative Possession (117A),1.0,0.0
Languages with different word order in negative clauses (144C),Comparative Constructions (121A),0.9999999999999998,1.3415758552508151e-08
Languages with different word order in negative clauses (144C),"Position of Negative Word With Respect to Subject, Object, and Verb (144A)",0.8930525213584646,1.6514864389981877e-10
Languages with different word order in negative clauses (144C),SVONeg Order (144K),0.5720775535473555,0.03254470235968097
Languages with different word order in negative clauses (144C),The Position of Negative Morphemes in SVO Languages (144D),1.0,0.0
Languages with different word order in negative clauses (144C),Order of Negative Morpheme and Verb (143A),0.8139446084932314,1.3789590795473643e-07
Languages with different word order in negative clauses (144C),NegSVO Order (144H),0.7677718959499144,0.0013441967947933166
The Position of Negative Morphemes in Verb-Initial Languages (144T),Alignment of Case Marking of Pronouns (99A),0.5811948347723441,0.005724792714339882
The Position of Negative Morphemes in Verb-Initial Languages (144T),"Languages with two Dominant Orders of Subject, Object, and Verb (81B)",0.5151457015940575,0.004240424281529395
The Position of Negative Morphemes in Verb-Initial Languages (144T),Order of Subject and Verb (82A),0.577339433062082,6.917766579326214e-15
The Position of Negative Morphemes in Verb-Initial Languages (144T),"Position of Negative Word With Respect to Subject, Object, and Verb (144A)",0.5831401198392574,3.2005612297107076e-15
The Position of Negative Morphemes in Verb-Initial Languages (144T),Order of Negative Morpheme and Verb (143A),0.5445842652392697,4.0930222479932894e-13
Optional Triple Negation (143D),Position of negative words relative to beginning and end of clause and with respect to adjacency to verb (144B),0.970142500145332,0.00616537313883713
Inclusive/Exclusive Forms in Pama-Nyungan (39B),Reduplication (27A),0.5533985905294663,0.009257698872914331
Inclusive/Exclusive Forms in Pama-Nyungan (39B),Comparative Constructions (121A),1.0,0.0
Other Roles of Applied Objects (109B),Optional Double Negation in SVO languages (144G),0.962533421879622,0.008656533573244828
Other Roles of Applied Objects (109B),The Position of Negative Morphemes in Object-Initial Languages (144Y),0.8451542547285166,0.03410942316740963
Other Roles of Applied Objects (109B),Cultural Categories of Languages with Identity of 'Finger' and 'Hand' (130B),0.7302338129452974,0.010718195459634814
Nasal Vowels in West Africa (10B),Position of Case Affixes (51A),0.8682431421244592,0.024896163460222755
Nasal Vowels in West Africa (10B),Position of Tense-Aspect Affixes (69A),0.6987712429686843,0.036236503961243005
Zero Marking of A and P Arguments (25B),Red and Yellow (135A),-0.5118745001228027,0.0356866853876346
Exponence of Tense-Aspect-Mood Inflection (21B),Optional Double Negation in SVO languages (144G),0.8931977372352652,0.0165009530662245
Exponence of Tense-Aspect-Mood Inflection (21B),Para-Linguistic Usages of Clicks (142A),0.5002143548808098,0.0016177931451411523
Exponence of Tense-Aspect-Mood Inflection (21B),The Position of Negative Morphemes in Verb-Initial Languages (144T),0.6139604434538226,0.002370126868203818
Cultural Categories of Languages with Identity of 'Finger' and 'Hand' (130B),Consonant-Vowel Ratio (3A),0.5244189245323125,0.003496588764323854
Cultural Categories of Languages with Identity of 'Finger' and 'Hand' (130B),The Velar Nasal (9A),0.5289725235297453,0.011365125761606065
Cultural Categories of Languages with Identity of 'Finger' and 'Hand' (130B),Vowel Nasalization (10A),0.5960395606792697,0.024481108551502356
Cultural Categories of Languages with Identity of 'Finger' and 'Hand' (130B),Semantic Distinctions of Evidentiality (77A),-0.5533985905294664,0.009257698872914303
Cultural Categories of Languages with Identity of 'Finger' and 'Hand' (130B),"Order of Object, Oblique, and Verb (84A)",0.5515089479467588,0.004266307537576065
Cultural Categories of Languages with Identity of 'Finger' and 'Hand' (130B),Rhythm Types (17A),0.5307435618447301,0.005278874057120761
Cultural Categories of Languages with Identity of 'Finger' and 'Hand' (130B),Pronominal and Adnominal Demonstratives (42A),0.5893675749470058,0.034030916589750944
Cultural Categories of Languages with Identity of 'Finger' and 'Hand' (130B),The Future Tense (67A),0.6621221919717306,0.03699779693075803
Cultural Categories of Languages with Identity of 'Finger' and 'Hand' (130B),SNegOV Order (144Q),0.5775322550945992,0.030556946751010727
Cultural Categories of Languages with Identity of 'Finger' and 'Hand' (130B),Person Marking on Adpositions (48A),0.6376804093660591,0.0033114912600002012
Cultural Categories of Languages with Identity of 'Finger' and 'Hand' (130B),Number of Cases (49A),0.5972029725873372,0.024132126884181933
Cultural Categories of Languages with Identity of 'Finger' and 'Hand' (130B),Overlap between Situational and Epistemic Modal Marking (76A),0.75955452531275,0.010812145902384695
Cultural Categories of Languages with Identity of 'Finger' and 'Hand' (130B),SVONeg Order (144K),1.0,0.0
Reduplication (27A),Number of Basic Colour Categories (133A),0.5380161298506827,0.004582202352547383
Reduplication (27A),Optional Double Negation in SOV languages (144O),0.823544659658244,0.022787770043531635
Definite Articles (37A),Double negation in verb-initial languages (144U),0.780092597710988,0.0077711096021304835
Gender Distinctions in Independent Personal Pronouns (44A),Green and Blue (134A),0.6629757950602767,0.0002233975383024009
Gender Distinctions in Independent Personal Pronouns (44A),Obligatory Double Negation in SOV languages (144N),0.5673665146135801,0.021894463147115833
Person Marking on Adpositions (48A),Multiple Negative Constructions in SOV Languages (144M),0.509770736863678,0.018240614442103068
Number of Cases (49A),Alignment of Case Marking of Full Noun Phrases (98A),0.5331032226976747,4.0139755462734446e-15
Number of Cases (49A),Number of Basic Colour Categories (133A),0.5917897942199295,0.01573974263618409
Number of Cases (49A),The Position of Negative Morphemes in Object-Initial Languages (144Y),0.8660254037844386,0.02572142074250654
Number of Cases (49A),Obligatory Double Negation in SOV languages (144N),0.6175024875343362,0.024529679362125176
Position of Pronominal Possessive Affixes (57A),The Position of Negative Morphemes in Object-Initial Languages (144Y),0.8831956590526266,0.0007056736538147699
Position of Pronominal Possessive Affixes (57A),Nasal Vowels in West Africa (10B),0.7698003589195009,0.025473928343162568
Position of Pronominal Possessive Affixes (57A),Cultural Categories of Languages with Identity of 'Finger' and 'Hand' (130B),0.5092899507815719,0.004776638922473022
Possessive Classification (59A),Verb-Initial with Preverbal Negative (144V),0.5079514798505393,0.0049070095104540535
Possessive Classification (59A),Multiple Negative Constructions in SVO Languages (144E),0.6555622813752365,0.02853175427419807
Possessive Classification (59A),Number of Basic Colour Categories (133A),0.5392539694408248,0.025491210499612567
Possessive Classification (59A),Optional Double Negation (143C),0.5483633215645936,0.03429672278265146
Situational Possibility (74A),Optional Double Negation (143C),0.8175959919606354,0.0006402858813095729
Epistemic Possibility (75A),Correlative relative clauses (90E),0.8230652882840976,0.0034427934266083675
"Order of Subject, Object and Verb (81A)",Multiple Negative Constructions in SVO Languages (144E),0.6218555842046845,2.3853784278526037e-06
"Order of Subject, Object and Verb (81A)","Position of Negative Word With Respect to Subject, Object, and Verb (144A)",0.5604944288710034,2.98035692150253e-92
Order of Subject and Verb (82A),The Position of Negative Morphemes in Object-Initial Languages (144Y),0.5570029454740557,0.025006379635078013
Order of Subject and Verb (82A),"Order of Subject, Object and Verb (81A)",0.520638028061188,6.817533449044895e-96
Order of Adjective and Noun (87A),Relationship between the Order of Object and Verb and the Order of Adjective and Noun (97A),0.7508946130851041,2.0852282588343103e-235
Order of Adjective and Noun (87A),Optional Triple Negation (143D),0.8305395344999218,0.04064208872049843
Order of Degree Word and Adjective (91A),Obligatory Double Negation in SOV languages (144N),0.7006490497453707,0.02401850924875504
Order of Degree Word and Adjective (91A),Optional Double Negation in SOV languages (144O),0.8305658144858319,0.0008213054771105776
Position of Polar Question Particles (92A),Correlative relative clauses (90E),0.6114061792464571,0.007017022803886115
Position of Polar Question Particles (92A),Polar Questions (116A),0.6962025277531401,4.0281672802067144e-129
Position of Interrogative Phrases in Content Questions (93A),Double negation in verb-initial languages (144U),0.7514691493021793,0.01956559299668532
Alignment of Verbal Person Marking (100A),Obligatory Double Negation in SVO languages (144F),0.5871194957805279,0.03489112442656807
Alignment of Verbal Person Marking (100A),Multiple Negative Constructions in SVO Languages (144E),0.5411284505549491,0.01673115307417872
Alignment of Verbal Person Marking (100A),Inclusive/Exclusive Distinction in Verbal Inflection (40A),0.523010910987173,2.6904611209448752e-15
Third Person Zero of Verbal Person Marking (103A),Inclusive/Exclusive Distinction in Verbal Inflection (40A),0.625978797529717,6.143921541432216e-23
Third Person Zero of Verbal Person Marking (103A),Optional Double Negation in SOV languages (144O),0.8329517575430141,0.039526922728074135
Passive Constructions (107A),Green and Blue (134A),0.5275867731564938,0.005607997443498625
Passive Constructions (107A),Obligatory Double Negation in SOV languages (144N),0.6175806794999419,0.01079888770631407
Predicative Possession (117A),The Position of Negative Morphemes in Object-Initial Languages (144Y),0.8838834764831844,0.04666188191978209
Comparative Constructions (121A),Exponence of Selected Inflectional Formatives (21A),0.5074650356258497,4.0929104204114285e-05
Comparative Constructions (121A),Number of Basic Colour Categories (133A),0.8409599149190806,0.002299418747531174
Comparative Constructions (121A),The Position of Negative Morphemes in Verb-Initial Languages (144T),0.5408127282249301,0.016807422142257278
Purpose Clauses (125A),Number of Basic Colour Categories (133A),0.5827316484560081,0.03661557384306524
'When' Clauses (126A),Reason Clauses (127A),0.5368099231730179,3.011305130303663e-13
Reason Clauses (127A),Optional Double Negation (143C),0.6562862260377642,0.03930590724753963
Utterance Complement Clauses (128A),Obligatory Double Negation in SOV languages (144N),0.8485281374238571,0.01577977641028939
M-T Pronouns (136A),M in First Person Singular (136B),0.5502426091043616,3.3041020584412404e-19
N-M Pronouns (137A),Green and Blue (134A),0.7092993656151906,0.0020905916818102187
N-M Pronouns (137A),M in Second Person Singular (137B),-0.560611910581388,5.063958857034259e-20
Postverbal Negative Morphemes (143F),Obligatory Double Negation (143B),0.7329781449376112,2.6370752015266037e-21
Postverbal Negative Morphemes (143F),Optional Double Negation in SVO languages (144G),0.5919661758623798,0.00017981744560586558
SVNegO Order (144J),Optional Double Negation in SVO languages (144G),0.6026433388285497,0.0001621883671561052
SVNegO Order (144J),The Position of Negative Morphemes in SOV Languages (144L),0.5588005588008382,0.04712783765875389
SVNegO Order (144J),Nasal Vowels in West Africa (10B),0.8219852943008901,0.0003094048857545502
"Position of Negative Word With Respect to Subject, Object, and Verb (144A)",Correlative relative clauses (90E),0.6259292892681532,0.001833239543706442
"Position of Negative Word With Respect to Subject, Object, and Verb (144A)",SONegV Order (144R),0.6366871422909265,4.2048164788215245e-48
"Position of Negative Word With Respect to Subject, Object, and Verb (144A)",Negative Morphemes (112A),0.5441144761819905,2.8277278926122807e-81
"Position of Negative Word With Respect to Subject, Object, and Verb (144A)",The Position of Negative Morphemes in SOV Languages (144L),0.6737139521635169,4.86872086739561e-77
"Position of Negative Word With Respect to Subject, Object, and Verb (144A)",SVONeg Order (144K),0.623746973350972,1.87549047297691e-49
"Position of Negative Word With Respect to Subject, Object, and Verb (144A)",The Position of Negative Morphemes in SVO Languages (144D),0.8396453788382696,2.7406966990727195e-124
"Position of Negative Word With Respect to Subject, Object, and Verb (144A)",Preverbal Negative Morphemes (143E),0.5166421947581659,3.5519344852250105e-82
SNegVO Order (144I),Negative Morphemes (112A),0.5468985792385272,1.7611205902782003e-30
SNegVO Order (144I),Verb-Initial with Negative that is Immediately Postverbal or between Subject and Object (144W),0.6714423872576918,0.01680598933937891
SNegVO Order (144I),The Position of Negative Morphemes in Verb-Initial Languages (144T),0.9066023474890471,4.7763817372359036e-05
SNegVO Order (144I),SVONeg Order (144K),0.6156265187208552,2.446839714163418e-44
SNegVO Order (144I),Preverbal Negative Morphemes (143E),0.7408418140388264,1.9995535622389504e-74
SVONeg Order (144K),SNegOV Order (144Q),0.5809475019311126,0.0476052404162916
SVONeg Order (144K),Preverbal Negative Morphemes (143E),0.5919529000433061,1.622270421901394e-43
Position of negative words relative to beginning and end of clause and with respect to adjacency to verb (144B),Correlative relative clauses (90E),0.7807200583588264,0.007689083518309851
Position of negative words relative to beginning and end of clause and with respect to adjacency to verb (144B),Optional Double Negation in SVO languages (144G),0.7253310772774689,1.2605222811678901e-05
Position of negative words relative to beginning and end of clause and with respect to adjacency to verb (144B),Multiple Negative Constructions in SVO Languages (144E),0.5550631012010631,0.020731311776207094
Position of negative words relative to beginning and end of clause and with respect to adjacency to verb (144B),Obligatory Double Negation in SOV languages (144N),0.8926132855595068,0.00021804304784989832
